Rate (nm/s),Curvature (/nm),Species
0.00889874631552962,0.0654211491346359,1
0.0111132765765119,0.0716743245720863,1
0.00711232369921755,0.0599312372505665,1
0.0040284615521706,0.0475047640502453,1
0.00529323626315912,0.0519327633082867,1
0.0169876238566719,0.0764110758900642,1
0.0127226804466359,0.078266479074955,1
0.0150357544850892,0.0831032171845436,1
0.0151655528559327,0.0822989866137505,1
0.0102625660894989,0.0646274164319038,1
0.0125488079760356,0.0729570314288139,1
0.00679042696849545,0.0598691813647747,1
0.00575878198988862,0.0482334084808826,1
0.00992964464981892,0.0625271052122116,1
0.00546665706259462,0.0464884378015995,1
0.00635904437394981,0.039265688508749,1
0.0187521155756987,0.0788484886288643,1
0.0143093897598131,0.0608789697289467,1
0.0182383489882434,0.0710217952728271,1
0.00713303603819779,0.0508756935596466,1
0.0141856018064224,0.0694925934076309,1
0.00954954225400149,0.0616923160851002,1
0.00365197987843279,0.0472465269267559,1
0.00619207771111892,0.0384019762277603,1
0.00305451428483338,0.0489002987742424,1
0.00799548048173895,0.0359026379883289,1
0.0194188831683815,0.0544013492763042,1
0.0191431625518594,0.0584485419094563,1
0.0106465377154101,0.0430906638503075,1
0.010071733261189,0.0392710864543915,1
0.00854421354189991,0.0395030602812767,1
0.0168077688887008,0.059114832431078,1
0.00769834126907511,0.048113401979208,1
0.0153240861111323,0.0581806637346744,1
0.00675644094188243,0.0511117875576019,1
0.00366472518215277,0.0481983497738838,1
0.00581039007605315,0.0595587566494942,1
0.00852321287992047,0.0654896274209023,1
0.00572648559019498,0.0402214713394642,1
0.00630455310634614,0.0459204502403736,1
0.00731499156948663,0.0595044903457165,1
0.00514571176884134,0.0426650568842888,1
0.017077408816912,0.054214496165514,1
0.0138467231950517,0.0463338308036327,1
0.0117923799494211,0.0194043647497892,0
0.010306927524525,0.0462888889014721,1
0.0129314503314951,0.0503359995782375,1
0.00970818947576594,0.056553564965725,1
0.00802752854954803,0.0609756074845791,1
0.00823304819083502,0.0694191306829453,1
0.00627267884455936,0.0528225935995579,1
0.00639232355724026,0.0715727359056473,1
0.00884852828354477,0.0648893341422081,1
0.00755438219672962,0.055345457047224,1
0.0149121975347926,0.0354423969984055,1
0.0104119924711319,0.037769328802824,1
0.014177941858782,0.036900270730257,1
0.0152086213660747,0.0377468727529049,1
0.0126052867274059,0.0550302974879742,1
0.0135673276510108,0.049384631216526,1
0.0097907296291319,0.0608274899423122,1
0.0115729135290185,0.0679878666996956,1
0.0103109209625138,0.0672779604792595,1
0.0095939761861107,0.0708993151783943,1
0.00933425295662943,0.0720896199345589,1
0.00705673183498209,0.0651771128177643,1
0.00897118741293523,0.0712070614099503,1
0.0186039945285042,0.0374301001429558,1
0.00988362835870004,0.0309848096221685,1
0.0138940889940329,0.0263268984854221,1
0.014299505065564,0.055657297372818,1
0.010506145140871,0.0465228743851185,1
0.0138925569430891,0.0684628337621689,1
0.0137208465668805,0.0792287811636925,1
0.0109193837010165,0.0615748576819897,1
0.0140737600683628,0.0752130001783371,1
0.0112934617595753,0.0780440792441368,1
0.0109736168111349,0.0741924121975899,1
0.017946824718535,0.0272020939737558,1
0.0107356894285696,0.0253285896033049,0
0.0141563910401964,0.0325617790222168,0
0.012560155646512,0.0331154204905033,1
0.0106000547002021,0.0304649621248245,1
0.0151214478321194,0.0739265456795692,1
0.0112503383789956,0.0624168924987316,1
0.0108944101859956,0.073320597410202,1
0.0147194763858096,0.0740183666348457,1
0.0134179159965403,0.0290649030357599,1
0.0182176901578807,0.0281746387481689,1
0.0116826672142722,0.0185396485030651,0
0.011291700709519,0.00965233519673347,0
0.017279168623236,0.0386873409152031,0
0.0128248631789944,0.0138021484017372,0
0.015702463943449,0.0423948056995869,1
0.0139116072293899,0.025349510833621,1
0.017501397011423,0.0304883327335119,0
0.0142351198063041,0.032354261726141,0
0.0117266169972504,0.0145649928599596,0
0.0156036582047838,0.0575411058962345,1
0.0127421295817405,0.0626388415694237,1
0.0160498919818399,0.0550367496907711,1
0.0123965300952814,0.0687519460916519,1
0.0143083552660965,0.0711627155542374,1
0.0165802751644528,0.033428218215704,1
0.0131070781556798,0.00172806740738452,0
0.0114400295043229,0.00524265039712191,0
0.0113379974879673,0.024359192699194,0
0.0182113034312096,0.0125255156308413,0
0.0143952053072224,-0.000911794079001993,0
0.0152941744357337,0.0442375130951405,0
0.010820393913754,0.0562033578753471,1
0.0157919715488162,0.0330760218203068,0
0.0149397876308627,0.0556081347167492,1
0.0138489935141566,0.0625534877181053,1
0.0164405494761494,0.0518356338143349,1
0.0161056812520333,0.04179947078228,1
0.0230080009292483,0.00542714633047581,0
0.0123110246195171,0.00516885193064809,0
0.0196212427725072,0.0213780049234629,0
0.0117151833857861,0.0229211002588272,1
0.0114581639417753,0.0119565641507506,0
0.0118895996811487,0.0288763213902712,0
0.0116802662702158,0.0213185865432024,0
0.019249270530788,-0.0115564092993736,0
0.0150668219653887,0.0252619255334139,0
0.0153216839870734,0.0295008290559053,1
0.015931169779207,0.0195871889591217,1
0.0193475828229621,0.00983577687293291,0
0.0196523074700855,0.0194853395223618,0
0.0113536510445596,0.00154546671546996,0
0.00935156305985662,0.0111950216814876,0
0.00886390758037014,0.0379987768828869,1
0.00844157919472167,0.0347090400755405,1
0.0222853308602066,0.0196083374321461,0
0.0220420462374152,0.0252232979983091,0
0.00897280238367345,0.0360377132892609,1
0.0215429289662393,-0.00111875904258341,0
0.0136483008015452,0.0144344493746758,0
0.0150491249764659,-0.0101609779521823,0
0.0163452353419567,0.0162383392453194,0
0.0138620620438625,0.033512968569994,1
0.0176412434125795,0.0119838919490576,0
0.0156014543363567,0.0419068187475204,1
0.0153207774225238,0.0450462996959686,1
0.023761303061632,0.0117759834975004,0
0.0155891545953776,-0.00783145520836115,0
0.0141682908691044,-0.0095295924693346,0
0.0142618124121686,-0.00517085893079638,0
0.00934408826740154,0.0230910368263722,1
0.0208777637975293,0.00909098144620657,0
0.00815716412584716,0.0500979535281658,1
0.0221363793809425,0.00953266862779856,0
0.00958417450792406,0.0462875254452228,1
0.0214861928642327,0.0119534926488996,0
0.0102989711973264,0.0308199096471071,0
0.0118947697001288,-0.00174424098804593,0
0.0126468728938006,0.0117523884400725,0
0.0155770684094809,0.043875303119421,1
0.0176720300964869,0.0056322431191802,0
0.0174654963704592,0.000666826614178717,0
0.0166226910349245,0.00702717248350382,0
0.0167305858981079,0.0222849044948816,0
0.0221100196987273,0.0156554859131575,0
0.0168528293161963,0.00226339069195092,0
0.0219079321095966,0.00636159209534526,0
0.0107000111099539,0.00735539477318525,0
0.00842785479042665,0.0380373038351536,1
0.00589343985942612,0.0541888326406479,1
0.0202009108250604,0.000204544121515937,0
0.00634089700086433,0.0548207275569439,1
0.00760165725862108,0.0447771809995174,1
0.010954048024758,0.0572671927511692,1
0.0109005088321399,0.030000526458025,0
0.00961091805170896,0.0672667473554611,1
0.00976655612805293,0.049091175198555,1
0.0157891425335201,0.00297118397429586,0
0.0136382065991312,0.00348833599127829,0
0.018963316768701,0.00811915565282106,0
0.0193018331423625,0.0110748428851366,0
0.0154648283385478,-0.011239412240684,0
0.0224980412559162,-0.00355692207813263,0
0.00835133839596612,0.0222607981413603,1
0.012625453016664,-0.0031625279225409,0
0.020925518499107,-0.00511264940723777,0
0.0178980013619136,0.000999988638795912,0
0.0215668631292268,0.00950936414301395,0
0.00679614254566734,0.052979227155447,1
0.0184126122889404,0.00961074512451887,0
0.0143729133262353,0.0132234785705805,0
0.0119026155587451,0.022379320114851,0
0.00726746832222647,0.0521001927554607,1
0.0079453950381228,0.0331644006073475,1
0.00919283233935703,0.0428032279014587,1
0.00845900424345766,0.0619068592786789,1
0.0186537605496471,0.0079691419377923,0
0.0116939524000552,0.0183261465281248,1
0.0205578597162678,-0.00872735306620598,0
0.0178551247611204,0.00906834751367569,0
0.00813545829675489,0.0726405456662178,1
0.0134956523389947,0.0102135865017772,0
0.0190024667544564,-0.0216934829950333,0
0.012738398064906,0.024487966671586,0
0.0170482621993183,-0.0203323364257812,0
0.00724651594872684,0.0658041164278984,1
0.0101659741359119,0.0340217240154743,1
0.00865068362189831,0.0629855468869209,1
0.0211909368326815,0.00463304808363318,0
0.0218079064578207,-0.00179721764288843,0
0.0206921942738274,-0.00279331509955227,0
0.0177791185666492,-0.000229089622735046,0
0.0199195062656887,0.00109989428892732,0
0.0203397446964883,-0.00435846298933029,0
0.00725546378847138,0.046648733317852,1
0.0200636743076837,-0.00755275180563331,0
