Rate (nm/s),Curvature (/nm),Species
0.00445984844902239,0.0623621046543121,1
0.00629051071048797,0.0628338009119034,1
0.00763072012962966,0.0475932359695435,1
0.0145517379250019,0.0998147949576378,1
0.00908421674896155,0.0843987092375755,1
0.0146309836351456,0.101820915937424,1
0.0107648488199773,0.0792206302285194,1
0.0105415815207009,0.089538112282753,1
0.00506848282396588,0.0644352063536644,1
0.00751644805256078,0.0743296146392822,1
0.00704488547132123,0.0474694147706032,1
0.00437020799224448,0.0581905208528042,1
0.00508625209218855,0.0432767681777477,1
0.0142407668221332,0.0900886282324791,1
0.0159478694310832,0.0904177650809288,1
0.0124228920594799,0.0706107243895531,1
0.0151674648235834,0.0940031185746193,1
0.00782787700538644,0.0578177757561207,1
0.0129759833782905,0.0915345698595047,1
0.00474721887508216,0.0580676347017288,1
0.0111212583789425,0.0801510438323021,1
0.00647466775925808,0.0753630995750427,1
0.0018021567946731,0.047146987169981,1
0.0063428716395193,0.0401534698903561,1
0.0061351143086803,0.0647521018981934,1
0.00606083310834699,0.0473667643964291,1
0.0162205769326817,0.0879620760679245,1
0.0101918870455075,0.046716570854187,1
0.00872197037797132,0.0350743308663368,1
0.0136520374266417,0.0882888436317444,1
0.00810992167329683,0.0529108233749866,1
0.00695707155252366,0.0687886103987694,1
0.00583344792328758,0.0711057335138321,1
0.0120350869054317,0.0725266113877296,1
0.00457248243444447,0.0620573684573174,1
0.00844378202416222,0.073624923825264,1
0.00382147609226079,0.0537770539522171,1
0.00522085633782697,0.0638002455234528,1
0.0160090399455177,0.0603078603744507,1
0.0141834221645956,0.0658517852425575,1
0.0154813179186425,0.0730117037892342,1
0.0142242109524371,0.0521908402442932,1
0.0154646203768479,0.0722355768084526,1
0.014000814592439,0.0676953569054604,1
0.0101362779131468,0.0606424137949943,1
0.0127456226900842,0.0643967539072037,1
0.0113335316767963,0.0718393251299858,1
0.00890203516574287,0.0758252218365669,1
0.00510548050808015,0.0745410472154617,1
0.0083800756606495,0.0756191238760948,1
0.00863650829364377,0.0753499418497086,1
0.00277683646036569,0.0743106752634048,1
0.0136478526282428,0.0316061936318874,1
0.014713364314515,0.0256699398159981,1
0.0154385597473266,0.0443374291062355,1
0.0121597297092405,0.0328563041985035,1
0.0110075665851238,0.031925767660141,1
0.0150226500169096,0.0415761098265648,1
0.0100279635610503,0.0402164869010449,1
0.0128844171630065,0.059927511960268,1
0.0141227152610064,0.0631065592169762,1
0.0131057709927377,0.0753147676587105,1
0.0112159563697731,0.0729876905679703,1
0.0110307793803448,0.0748456194996834,1
0.00994874163405683,0.0829817280173302,1
0.0133491456365884,0.0729232877492905,1
0.0118577118516621,0.0742017179727554,1
0.0084292400999949,0.0851879268884659,1
0.00792492871812111,0.086228683590889,1
0.0108368133326504,0.0805481225252151,1
0.0138932222572705,0.00701152440160513,1
0.0145268874953073,0.0201119799166918,1
0.0147264422098577,0.0479963980615139,1
0.0157687827916366,0.039222564548254,0
0.0133918182331496,0.0514606833457947,1
0.0128086892103851,0.0447537377476692,1
0.0148898019068359,0.0540512464940548,1
0.0102955920074058,0.0212833266705275,0
0.0153281149794099,0.0278876200318336,0
0.0149799420182095,0.0409015379846096,1
0.0128960994583946,0.0591583587229252,1
0.0127949285969083,0.0513648204505444,1
0.0122655955422358,0.0699065700173378,1
0.0138794917001128,0.056299302726984,1
0.0105761490819088,0.078596867620945,1
0.0113943442071706,0.0768670663237572,1
0.0103562856661722,0.086320586502552,1
0.0137236486573773,0.00728255463764071,1
0.0111580227993633,0.0119239799678326,0
0.0153119641623922,-0.00604115845635533,0
0.0115383086832629,0.00924008246511221,1
0.0159611901676476,-0.000529649783857167,0
0.0111883187529684,0.0149887781590223,1
0.0117395693461538,0.00287483329884708,0
0.0128327595690689,0.0213908609002829,1
0.0136202825717911,0.035089373588562,1
0.0132191539841916,0.0245165396481752,0
0.0134278043520211,0.0317327082157135,1
0.0137143661955133,0.0585480220615864,1
0.0151594328834298,0.035714965313673,1
0.0149949037349694,0.0590502955019474,1
0.0125757652198025,0.0580954439938068,1
0.013867533740881,0.0683833435177803,1
0.0117888381437409,0.055636391043663,1
0.012219572685145,0.0661584809422493,1
0.0125565694758431,0.0775584131479263,1
0.0119734441701397,0.0719392821192741,1
0.0127291774677286,0.0110108545050025,0
0.011455257015387,0.00471660634502769,0
0.0164074936696816,0.0148063134402037,0
0.0105872686283311,-0.000747701444197446,0
0.0107147645845063,0.00716434326022863,0
0.0116442603375524,0.0177465993911028,0
0.0124649757476859,0.0174519494175911,0
0.015455458410337,0.031724389642477,1
0.0116070595193991,0.0411544926464558,1
0.0131290225180307,0.0494018271565437,1
0.0137545609584142,0.00217536417767406,0
0.0145496384172061,-0.00317765725776553,0
0.0140818655749111,-0.00107499409932643,0
0.0111277075593799,-0.000399574288167059,0
0.0179333470903125,0.0132387550547719,0
0.0173882766064356,0.0261018145829439,0
0.0179556596887023,0.0169814582914114,0
0.0110342459786707,0.0125744417309761,0
0.0152790544109231,0.038955882191658,1
0.014096256011956,0.0234212893992662,0
0.0150823839805294,0.0425156690180302,1
0.0132150699391043,0.0284033305943012,0
0.0127504953403492,0.0628189668059349,1
0.0151186007940389,0.000287295610178262,0
0.0106701537911051,-0.000912541057914495,0
0.0106885157961412,0.0104682212695479,0
0.0105198724332573,0.0429498627781868,1
0.0112117721853454,0.0211788676679134,1
0.00985497402992467,0.0287347137928009,1
0.0108622561654109,0.0181935764849186,0
0.017835238225596,-8.90829833224416e-05,0
0.0120876571595797,0.010534044355154,0
0.0132086070001179,0.0160815883427858,0
0.0134844654547628,0.0165198799222708,1
0.0130812382708561,0.0315462239086628,1
0.0162693742648143,0.0472349338233471,1
0.013592245592511,0.0329976677894592,1
0.0139210056609893,0.0131009435281157,0
0.0169255829952751,-0.00881023239344358,0
0.0109063153238197,0.00295822066254914,0
0.00759816598008603,0.0477311424911022,1
0.0172020430059143,-0.00109251018147916,0
0.0104996221062431,0.0306020695716143,1
0.00835552718012051,0.0559921227395535,1
0.0171432091231377,-0.001769726164639,0
0.00808682218969741,0.0544647723436356,1
0.00810798101698275,0.0435100458562374,1
0.0093745828709335,0.0299989711493254,1
0.0140049948250959,0.0148069132119417,1
0.0142781753738232,0.00814375933259726,0
0.013862154433621,0.00670318678021431,0
0.0140724796740884,0.00409628683701158,0
0.0154000348074201,-0.000743431504815817,0
0.0163313228631837,-0.00752218766137958,0
0.0118226349527973,-0.00181919685564935,0
0.00846227574402257,0.0368990860879421,1
0.012154108084805,0.0190432630479336,1
0.0206692465124526,0.0145269809290767,0
0.00591086924117136,0.0370802618563175,1
0.0069395777258734,0.0187269505113363,0
0.0106717015109673,0.00734914699569345,0
0.0154623689941226,0.0112479412928224,0
0.016487939027193,-0.01121920440346,0
0.0141026155244145,-0.00501143047586083,0
0.0129887112872993,-0.00514415185898542,0
0.0129586120067899,0.0175477564334869,1
0.014862352652322,-0.00274084159173071,0
0.0163108964529304,-0.00410292018204927,0
0.0145994897726861,-0.00288962083868682,0
0.00900375485092936,0.0262633934617043,1
0.00625072886834148,0.0394234731793404,1
0.00927249003095118,0.00893569458276033,0
0.0161661954394063,-0.008558657951653,0
0.0187873806562616,0.00524355238303542,0
0.00600451770132254,0.0497266724705696,1
0.0188405429666006,0.0100776823237538,0
0.00860708952689612,0.0428815633058548,1
0.0190905651462706,0.000676052237395197,0
0.00736352990347522,0.065996952354908,1
0.00949838353758348,0.0496399290859699,1
0.00733585292602136,0.0765011981129646,1
0.0167893582370087,-0.0122004924342036,0
0.00715989091578992,0.0672518238425255,1
0.010237040357525,0.0133933452889323,1
0.0106656939146578,-0.00786113273352385,0
0.016980522994909,-0.0108471857383847,0
0.012290265642163,-0.00508989626541734,0
0.0122912508321369,-0.00585854193195701,0
0.00717218307758349,0.0455015301704407,1
0.00726203833113049,0.0548502840101719,1
0.0060840689311144,0.0582141950726509,1
0.0156249232739724,0.00251454277895391,0
0.00637339976537049,0.0448074117302895,1
0.00830334449225571,0.0607736445963383,1
0.0159015236872117,-0.00237617711536586,0
0.0126151515893642,0.00683754729107022,0
0.00647935533431464,0.0263070035725832,1
0.0190868610503606,-0.0106583693996072,0
0.00795798303310842,0.0752602592110634,1
0.0194324414496633,-0.019156301394105,0
0.00766447821130885,0.035583421587944,1
0.0146701139778647,0.00616119988262653,0
0.00619119298702213,0.0550753213465214,1
0.00626065137697576,0.0655096545815468,1
0.0154414169409889,-0.0125035075470805,0
0.0157633980697746,-0.00378119712695479,0
0.01506009646532,-0.00332241365686059,0
0.00751894570971325,0.0355282947421074,1
0.00805636503005951,0.0237050093710423,1
0.0123535716064423,-0.00549153238534927,0
0.016364642259863,-0.00723988702520728,0
0.0156601760886365,-0.0127699356526136,0
0.013912905556526,-0.0102657070383429,0
0.0144369937333757,-0.00383899779990315,0
0.0125060701148168,-0.0042976918630302,0
0.00587934949460757,0.0554676279425621,1
0.0164339672479723,0.00415651965886354,0
0.00822801982266633,0.0257374420762062,1
0.0114744127419156,0.00748472940176725,0
0.00857149342127268,0.0420560911297798,1
0.00950933434410344,0.0202505718916655,0
0.00555897789914786,0.0148362647742033,1
