Rate (nm/s),Curvature (/nm),Species
0.0150133050553053,0.0471735335886478,1
0.0126290745701006,0.037963192909956,1
0.0130333364448124,0.0412505492568016,1
0.0108599948774615,0.0303116030991077,1
0.00809106587473679,0.0255362764000893,1
0.0111589888308856,0.0228713862597942,1
0.00891761760768465,0.0243916027247906,1
0.018020332547572,0.0460750795900822,1
0.0130907917013609,0.0339151509106159,1
0.0168771744806327,0.041269913315773,1
0.0113919283627857,0.0336880907416344,1
0.00759855034431176,0.0247786808758974,1
0.00951662056250169,0.020274767652154,1
0.0121602172771605,0.0190875306725502,1
0.0209815984304496,0.049135971814394,1
0.0167341905478953,0.044779546558857,1
0.0185248462409453,0.0387552604079247,1
0.019822948060515,0.0376277640461922,1
0.0166410780284985,0.033283606171608,1
0.0123518711099099,0.0286374296993017,1
0.0100502696479563,0.0267309080809355,1
0.00839895207251635,0.0237429812550545,1
0.00731351394015577,0.0204691383987665,1
0.00573832264791359,0.017604598775506,1
0.0117738383929365,0.0171076338738203,1
0.0106279784644162,0.0186703763902187,1
0.022934963159341,0.0464936569333076,1
0.023739414005008,0.043511014431715,1
0.020617052109844,0.0418359227478504,1
0.0206787876888713,0.030880156904459,1
0.0215421068594761,0.0338799655437469,1
0.0201189262042619,0.0298468042165041,1
0.0153335767576997,0.0328807644546032,1
0.0154541933769853,0.0304961986839771,1
0.0117617973638318,0.0272764787077904,1
0.0111817999743757,0.0297093745321035,1
0.00742545843641112,0.0216244477778673,1
0.0094029892096162,0.0210121218115091,1
0.00900265621341503,0.0263534672558308,1
0.00734731730888667,0.0178629402071238,1
0.00986840750232823,0.0216883514076471,1
0.0104262105390159,0.0196306575089693,1
0.00786226580515631,0.018547561019659,1
0.0249440112110334,0.0415709242224693,1
0.0243402182925074,0.0325635150074959,1
0.0228316733107452,0.0374890379607678,1
0.0219217752671893,0.0244438908994198,1
0.02193453898005,0.0301570687443018,1
0.0204138268974039,0.0208946708589792,1
0.0174332425332598,0.0361632220447063,1
0.0143580225469863,0.0245960522443056,1
0.0129487653482009,0.0335685983300209,1
0.00974156792170618,0.0300519894808531,1
0.00824257670219615,0.0257526393979788,1
0.00784230188481222,0.0182402636855841,1
0.00931693298375508,0.020441884174943,1
0.00926679282787665,0.0245011020451784,1
0.00929920382405626,0.0245587397366762,1
0.0276760365676099,0.0287297293543816,0
0.0231287048912793,0.0214824285358191,1
0.023622278821907,0.0279876496642828,1
0.0206106276583758,0.0244292579591274,1
0.0213042271536095,0.0316071882843971,1
0.0173716355340458,0.0257963109761477,1
0.0199777208645252,0.0421081148087978,1
0.0211872691509572,0.0248091854155064,1
0.0175976082496425,0.0408413223922253,1
0.0235070133259788,0.0251013096421957,1
0.0134343749672559,0.0362934544682503,1
0.0166796193452338,0.0232635233551264,1
0.00595570251128368,0.0315969102084637,1
0.0212358989061374,0.0245735608041287,1
0.00923354113443367,0.0189523100852966,1
0.00738713069395954,0.028977045789361,1
0.0097866700563275,0.0244053117930889,1
0.00755697570169595,0.0270150694996119,1
0.0272532669290132,0.0349682606756687,0
0.0232524290512517,0.0268796868622303,1
0.0202584282927144,0.0330485068261623,1
0.0212325283275699,0.0377721041440964,1
0.0225495494365837,0.0154084330424666,0
0.0227701467887122,0.0181928165256977,1
0.0186166910566654,0.0394765213131905,1
