5.768980979919433594e-01,-7.853981633974482790e-01
8.673629760742187500e-01,-7.417649320975899796e-01
1.233753442764282227e+00,-7.417649320975899796e-01
2.708826065063476562e+00,-7.417649320975899796e-01
3.020350217819213867e+00,-6.981317007977317912e-01
3.315873861312866211e+00,-6.981317007977317912e-01
4.715513229370117188e+00,-6.981317007977317912e-01
5.003791570663452148e+00,-6.544984694978736028e-01
5.287554264068603516e+00,-6.544984694978736028e-01
6.794057130813598633e+00,-6.544984694978736028e-01
8.080258369445800781e+00,-6.108652381980153034e-01
8.361476659774780273e+00,-6.108652381980153034e-01
9.821384191513061523e+00,-6.108652381980153034e-01
1.010947585105895996e+01,-5.672320068981571151e-01
1.038624572753906250e+01,-5.672320068981571151e-01
1.189183044433593750e+01,-5.672320068981571151e-01
1.217326641082763672e+01,-5.235987755982988157e-01
1.245644164085388184e+01,-5.235987755982988157e-01
1.382682991027832031e+01,-5.235987755982988157e-01
1.410749721527099609e+01,-4.799655442984406273e-01
1.445976281166076660e+01,-4.799655442984406273e-01
1.601238298416137695e+01,-4.799655442984406273e-01
1.739631819725036621e+01,-4.363323129985823834e-01
1.769275617599487305e+01,-4.363323129985823834e-01
1.920965838432312012e+01,-4.363323129985823834e-01
1.951284575462341309e+01,-3.926990816987241395e-01
1.978817224502563477e+01,-3.926990816987241395e-01
2.124559903144836426e+01,-3.926990816987241395e-01
2.157099151611328125e+01,-3.490658503988658956e-01
2.191918992996215820e+01,-3.490658503988658956e-01
2.367597484588623047e+01,-3.490658503988658956e-01
2.396762967109680176e+01,-3.054326190990076517e-01
2.424351286888122559e+01,-3.054326190990076517e-01
2.564869356155395508e+01,-3.054326190990076517e-01
2.692336273193359375e+01,-2.617993877991494078e-01
2.718881678581237793e+01,-2.617993877991494078e-01
2.869939112663269043e+01,-2.617993877991494078e-01
2.897018289566040039e+01,-2.181661564992911917e-01
2.927192139625549316e+01,-2.181661564992911917e-01
3.084698605537414551e+01,-2.181661564992911917e-01
3.112251758575439453e+01,-1.745329251994329478e-01
3.139018464088439941e+01,-1.745329251994329478e-01
3.287930178642272949e+01,-1.745329251994329478e-01
3.318462753295898438e+01,-1.308996938995747039e-01
3.345719456672668457e+01,-1.308996938995747039e-01
3.483398723602294922e+01,-1.308996938995747039e-01
3.608124804496765137e+01,-8.726646259971647390e-02
3.636060881614685059e+01,-8.726646259971647390e-02
3.774421381950378418e+01,-8.726646259971647390e-02
3.802932453155517578e+01,-4.363323129985823695e-02
3.829462003707885742e+01,-4.363323129985823695e-02
3.966400265693664551e+01,-4.363323129985823695e-02
3.993381428718566895e+01,0.000000000000000000e+00
4.020024681091308594e+01,0.000000000000000000e+00
4.160631680488586426e+01,0.000000000000000000e+00
4.293460845947265625e+01,4.363323129985823695e-02
4.321665716171264648e+01,4.363323129985823695e-02
